Number,Descriptor,Context,CharLimit,Text
01390,item.injector.stamina_regen_s,Injector stats,16,耐力恢復/秒
01391,item.injector.rad_regen_s,Injector stats,16,輻射緩解/秒
01392,item.injector.rad_defence,Injector stats,16,輻射免疫
01393,item.injector.hunger_s,Injector stats,16,飢餓恢復/秒
01394,item.injector.thirst_s,Injector stats,16,口渴恢復/秒
01395,item.stats.min_dur,Item Stats,16,耐久下限
01396,item.stats.max_dur,Item Stats,16,耐久上限
01397,item.stats.cond_gain,Item Stats,16,耐久恢復
01398,tips.loading.hold_ctrl_while_dragging_an_item_to,Loading screen tips,256,拿起物品並按住[Ctrl]拖放以分開
01399,tips.loading.scroll_mouse_wheel_to_select_a,Loading screen tips,256,滾動滑鼠滾輪選擇不同的互動選項
01400,tips.loading.hold_ctrl_and_click_an_item_to_move_it,Loading screen tips,256,滾動滾輪以選擇不同的互動選項
01401,tips.loading.weapons_can_be_modded_only_in_the_bunker,Loading screen tips,256,武器只能在地堡中改裝
01402,tips.loading.hunger_and_thirst_do_not_decrease_in,Loading screen tips,256,在地堡中，飢餓和口渴不會加劇
01403,tips.loading.weight_carried_and_running_influence,Loading screen tips,256,負重和奔跑會加劇疲勞
01404,tips.loading.you_can_add_a_marker_on_the_minimap_by,Loading screen tips,256,在地圖上右鍵點擊以添加標記
01405,tips.loading.the_doctor_can_heal_you,Loading screen tips,256,醫生可以醫治你，也可以幫你修理護甲
01406,tips.loading.shooting_with_a_scope_grants_100,Loading screen tips,256,使用高倍率瞄準鏡且準星精準指向目標時，射出的子彈會瞬間命中
01407,tips.loading.weapons_durability_influence_the,Loading screen tips,256,耐久損耗會降低槍械的傷害和精度，甚至導致卡殼
01408,tips.loading.before_using_a_kit_for_a_module_you,Loading screen tips,256,先在個人終端中規劃模組位置，然後進行安裝
01409,tips.loading.use_a_repair_kit_restore_the,Loading screen tips,256,使用修理套件恢復槍械和護甲的耐久
01410,tips.loading.once_you_have_reached_the_maximum,Loading screen tips,256,基礎技能達到最高等級後可以選擇一項專精
01411,tips.loading.you_move_slowly_if_overencumbered,Loading screen tips,256,超重後只能緩慢移動
01412,tips.loading.to_increase_the_number_of_stashes_in,Loading screen tips,256,安裝儲藏模組以增加儲藏頁
01413,tips.loading.you_can_die_quickly_choose_wisely_when,Loading screen tips,256,死亡如影隨形，三思而後行
01414,tips.loading.you_can_only_die_of_radiation_when_the,Loading screen tips,256,指示器變爲紅色表明當前輻射程度足以致死
01415,tips.loading.enemies_have_reduced_vision_at_night,Loading screen tips,256,在夜間，敵人的視距會降低
01416,tips.loading.wounds_decrease_your_max_hp,Loading screen tips,256,傷口會降低你的生命上限
01417,tips.loading.press_fire_button_to_end_an_animation,Loading screen tips,256,開火會結束角色的其他動作
01418,tips.loading.press_r_to_rotate_an_item_whilst_in,Loading screen tips,256,按R旋轉儲藏中的物品
01419,tips.loading.you_can_mitigate_your_weapons_recoil,Loading screen tips,256,反向拖動滑鼠以抵消槍械後坐力
01420,tips.loading.reticle_placement_matters_reduce,Loading screen tips,256,射擊時將準星直接指向目標可減少跳彈
01421,tips.loading.swapping_to_a_pistol_is_faster_than,Loading screen tips,256,作爲切換速度最快的槍械，手槍是完美的副手備用武器
01422,tips.loading.be_vigilant_some_enemies_are_tougher,Loading screen tips,256,保持謹慎，觀察敵人的護甲，判斷他們的強弱程度
01423,tips.loading.grenades_are_high_value_items,Loading screen tips,256,手榴彈不僅是高價值物品，在戰術上也別有妙用
01424,tips.loading.speak_to_the_networker_in_the_bunker,Loading screen tips,256,每天與地堡中的聯絡員交談，領取任務和報酬
01425,tips.loading.knowing_your_effective_range_is,Loading screen tips,256,瞭解槍械的有效射程就是了解你的敵人，關注他們的裝備，審時度勢並調整戰術
01426,tips.loading.grenades_are_a_great_way_to_make_an,Loading screen tips,256,使用手榴彈壓制或消滅敵人
01427,tips.loading.holding_rmb_to_aim_your_weapon_will,Loading screen tips,256,按住右鍵延長視野，使用光學瞄準鏡會顯著增強效果
01428,tips.loading.attaching_a_reflex_sight_to_your,Loading screen tips,256,使用高倍率瞄準鏡會使準星更爲精準，進而減少跳彈
01429,tips.loading.don_t_peek_the_same_corner_enemies,Loading screen tips,256,不要沉迷peek！敵人會瞄準你最後出現的方位，不要跟他們比拼反應
01430,tips.loading.landmines_are_an_effective_tool_to,Loading screen tips,256,地雷能有效抵禦一擁而上的敵人，但別忘了地雷的放置地點
01431,tips.loading.specialist_ammo_types_can_alter_a,Loading screen tips,256,特殊彈藥能改變槍械的有效射程，比如霰彈槍的獨頭彈
01432,tips.loading.enemies_will_remember_your_last,Loading screen tips,256,在遭遇戰中，敵人會記住你最後出現的方位，儘量從側面發起進攻
01433,tips.loading.shotguns_and_smgs_offer_unmatched,Loading screen tips,256,霰彈槍和衝鋒槍在近距離內提供強大火力
01434,tips.loading.snipers_dmr_s_have_the_longest,Loading screen tips,256,狙擊步槍和精確射手步槍擁有最遠的有效射程，但在近距離內難以正中目標
01435,tips.loading.counter_incoming_flashbangs_by_looking,Loading screen tips,256,調整視野以免受閃光彈致盲影響
01436,tips.loading.join_the_discord_server_to_stay_up_to,Loading screen tips,256,加入 Discord 服務器以掌握遊戲開發的最新動態（點擊主選單的版本說明）
01437,map.marker.igor_s_house,Marker names,48,伊戈爾的屋子
01438,item.desc.normal,Item description,32,普通
01439,map.marker.crimson_outpost,Marker names,48,深紅公司前哨站
01440,map.marker.christmas_airdrop,Marker names,48,聖誕空投
01441,tips.always_remember_to_bring_food_and,"Tips, currently unused",256,永遠不要忘記帶上食物和飲品
01442,tips.if_you_haven_t_slept_in_a_while_you_ll,"Tips, currently unused",256,長時間不睡覺會導致最大體力值減少
01443,tips.doctor_can_cure_hp_wounds_and_radiation,"Tips, currently unused",256,醫生可以恢復血量、治癒傷口並祛除輻射
01444,tips.weapons_in_poor_condition_do_less,"Tips, currently unused",256,武器欠缺保養會導致傷害減少、準度下降且容易卡殼
01445,tips.you_can_repair_weapons_and_armor_by,"Tips, currently unused",256,有工作坊模組就能自己修理武器和護甲
01446,tips.pay_attention_to_your_stamina_always,"Tips, currently unused",256,多留意體力值，務必要留一點以備不時之需
01447,tips.by_increasing_your_reputation_level,"Tips, currently unused",256,提高聲望等級，就能從供應商處解鎖新的任務和裝備
01448,tips.if_you_die_you_will_receive_half_the,"Tips, currently unused",256,死亡會損失一半的經驗
01449,tips.in_each_map_there_are_hidden_stashes,"Tips, currently unused",256,每張地圖都有物資藏匿點，什麼物資都有可能出現。
01450,skill.name.transfusion_1,Skill Names,64,輸血 1
01451,skill.desc.increase_max_hp_by_10,Skill Descriptions,128,生命值上限 +10
01452,skill.name.transfusion_2,Skill Names,64,輸血 2
01453,skill.name.mutated_platelet,Skill Names,64,變異血小板
01454,skill.desc.restore_0_5_of_missing_hp_every_second,Skill Descriptions,128,每秒恢復失去生命值的 0.5% 
01455,skill.desc.10_weapon_damage,Skill Descriptions,128,武器傷害 +10% 
01456,skill.name.integrated_armor,Skill Names,64,整合護甲
01457,skill.desc.10_damage_received,Skill Descriptions,128,受到的傷害 -10% 
01458,skill.name.sixth_sense,Skill Names,64,第六感
01459,skill.desc.15_chance_to_not_die_from_a_fatal_hit,Skill Descriptions,128,有15% 的幾率在受到致命一擊後存活
01460,skill.name.strong_blood,Skill Names,64,強血
01461,skill.desc.30_chance_to_bleed,Skill Descriptions,128,出血幾率 -30% 
01462,skill.name.critical_shot,Skill Names,64,致命一擊
01463,skill.desc.15_to_kill_the_target_if_their_hp_is,Skill Descriptions,128,如果目標生命值低於20% ，則有 15% 的幾率殺死目標
01464,skill.name.soldier_training,Skill Names,64,士兵訓練
01465,skill.desc.10_accuracy_and_10_recoil,Skill Descriptions,128,準確度 +10% ，後坐力 -10% 
01466,skill.name.basic_craftmanship_course,Skill Names,64,基礎工藝課程
01467,skill.desc.unlock_basic_gear_crafting,Skill Descriptions,128,解鎖基礎裝備製作
01468,skill.name.master_craftmeaship_course,Skill Names,64,工藝大師課程
01469,skill.desc.unlock_all_crafting,Skill Descriptions,128,解鎖所有物品製作
01470,skill.name.advanced_craftmanship_course,Skill Names,64,高級工藝課程
01471,skill.desc.unlock_more_crafting,Skill Descriptions,128,解鎖更多物品製作
01472,skill.name.charisma_1,Skill Names,64,魅力 1
01473,skill.desc.increase_selling_price_by_5,Skill Descriptions,128,對商人的物品售價 +5% 
01474,skill.name.charisma_2,Skill Names,64,魅力 2
01475,skill.desc.increase_selling_price_by_7,Skill Descriptions,128,對商人的物品售價 +7% 
01476,skill.name.friend_or_the_train_conductor,Skill Names,64,列車調度員之友
01477,skill.desc.decrease_the_price_of_entering_a_map,Skill Descriptions,128,進入地圖的費用 -25% 
01478,skill.name.just_because_it_is_you,Skill Names,64,專享好物
01479,skill.desc.traders_sell_more_quantity_of_items,Skill Descriptions,128,商人出售更多物品
01480,skill.name.inventory_1,Skill Names,64,儲藏 1
01481,skill.desc.unlock_more_items_from_traders,Skill Descriptions,128,解鎖更多商人售賣物品
01482,skill.name.lost_and_found,Skill Names,64,失物招領
01483,skill.desc.unlock_the_trader_which_sells_random,Skill Descriptions,128,解鎖出售隨機物品的商人
01484,skill.name.survival_kit,Skill Names,64,生存工具包
01485,skill.desc.traders_sell_more_medikit_and_ammo,Skill Descriptions,128,商人出售更多的醫療包和彈藥
01486,skill.name.inventory_2,Skill Names,64,儲藏 2
01487,skill.name.quest_devourer,Skill Names,64,任務狂人
01488,skill.desc.increase_quest_experience_by_30,Skill Descriptions,128,任務經驗 +30% 
01489,skill.name.deposit_1,Skill Names,64,儲存 1
01490,skill.desc.you_gain_1_more_personal_chest,Skill Descriptions,128,增加一個個人儲物箱
01491,skill.name.deposit_2,Skill Names,64,儲存 2
01492,skill.desc.you_gain_two_more_personal_chest,Skill Descriptions,128,增加兩個個人儲物箱
01493,skill.name.tip,Skill Names,64,小費
01494,skill.desc.increase_the_reward_of_quests,Skill Descriptions,128,任務報酬增加
01495,skill.name.strong_shoulders,Skill Names,64,鐵臂
01496,skill.desc.increase_max_weight_by_10,Skill Descriptions,128,最大負重 +10
01497,skill.name.strong_stomach,Skill Names,64,鐵胃
01498,skill.desc.you_can_eat_everything_without_be,Skill Descriptions,128,喫任何東西都不受輻射影響
01499,skill.name.steel_skin,Skill Names,64,鐵皮
01500,skill.desc.radiations_under_90msv_hour_don_t_harm,Skill Descriptions,128,90毫西弗/小時以下的輻射不會對你造成傷害
01501,skill.name.gold_digger,Skill Names,64,淘金大師
01502,skill.desc.greatly_increase_the_amount_of_items,Skill Descriptions,128,大幅增加在箱子中找到的物品數量
01503,skill.name.cardio,Skill Names,64,健身運動
01504,skill.desc.increase_stamina_by_15_points,Skill Descriptions,128,耐力 +15
01505,skill.name.marathon_runner,Skill Names,64,馬拉松選手
01506,skill.desc.consume_30_less_stamina_while_running,Skill Descriptions,128,跑步時耐力消耗 -30% 
01507,skill.hunter.name.mule,Hunter Skill Name,24,牛馬本色
01508,skill.desc.you_can_move_while_overweighted,Skill Descriptions,128,超重時仍可移動
01509,skill.name.agility,Skill Names,64,敏捷
01510,skill.desc.increase_your_movement_speed_by_10,Skill Descriptions,128,移動速度 +10% 
01511,skill.name.good_finder,Skill Names,64,淘金者
01512,skill.desc.slightly_increase_the_amount_of_items,Skill Descriptions,128,略微增加在箱子中找到的物品數量
01513,skill.name.wanderer,Skill Names,64,流浪者
01514,skill.desc.increase_max_weight_by_5_and_gain_5,Skill Descriptions,128,最大負重 +5，獲得經驗 +5% 
01515,skill.name.sharp_eye,Skill Names,64,鷹眼
01516,skill.desc.increase_the_amount_of_secret_stash_on,Skill Descriptions,128,增加地圖上的物資藏匿點數量
01517,skill.name.fast_hands,Skill Names,64,快手
01518,skill.desc.decrease_the_looting_time_by_50,Skill Descriptions,128,拾取時間 -50% 
01519,skill.name.fitness,Skill Names,64,運動
01520,skill.desc.increase_your_physical_stats,Skill Descriptions,256,提高身體素質
01521,skill.value.desc.2_stamina_per_level,Skill Value Descriptions,128,每級 +2 耐力上限
01522,skill.hunter.name.jogger,Hunter Skill Name,24,慢跑達人
01523,skill.desc.increase_stamina_and_running_does_not,Skill Descriptions,256,提高耐力上限，低負重下奔跑不消耗耐力
01524,skill.value.desc.10_2_stamina_per_level_nfree_run_under,Skill Value Descriptions,128, +10（每級額外 +2）耐力上限\n負重在20KG（每級額外 +2KG）以下時免除奔跑耐力消耗
